番組ID,番組分類,ゲーム種別,番組名,バングミメイ,番組名補,バングミメイホ,放映話数,年齢制限,放映開始日
5882,"テレビアニメーション","","ポパイ Popeye, The Sailor","ポパイ","","","","","1959-06-07"
4481,"テレビアニメーション","","POPEE the ぱフォーマー","ポピーザパフォーマー","","","39","","2000-00-00"
3693,"劇場用アニメーション","","ボビーに首ったけ","ボビーニクビッタケ","","","1","","1985-03-09"
19019,"ゲーム","シミュレーション","POPULOUS","ポピュラス","","","","","1990-12-16"
9525,"Webラジオ","","ホビらじ","ホビラジ","","","","","2005-06-01"
8489,"ゲーム","アドベンチャー","保母さんちゅ!","ホボサンチュ","","","","18才以上","2003-12-05"
10693,"ゲーム","アドベンチャー","保母さんのエプロン~ゆずりは保育園奮闘記~","ホボサンノエプロンユズリハホウイクエンフントウキ","","","","18才以上","2004-05-21"
6232,"テレビアニメーション","","ぽぽたん","ポポタン","","","12","","2003-07-18"
5714,"ゲーム","アドベンチャー","ぽぽたん","ポポタン","","","","","2002-12-13"
6422,"テレビアニメーション","","ボボボーボ・ボーボボ","ボボボーボボーボボ","","","101","","2003-11-08"
12788,"ゲーム","アクション","ボボボーボ・ボーボボ ハジけ祭","ボボボーボボーボボハジケサイ","","","","全年齢","2003-03-20"
6613,"ラジオ","","ぽぽらじ","ポポラジ","","","39","","2003-04-03"
3811,"ゲーム","ロールプレイング","ポポローグ","ポポローグ","","","","","1998-11-26"
6383,"テレビアニメーション","","ポポロクロイス","ポポロクロイス","","","26","","2003-10-05"
6671,"ゲーム","ロールプレイング","ポポロクロイス~月の掟の冒険~","ポポロクロイスツキノオキテノボウケン","","","","","2004-03-18"
3928,"ゲーム","ロールプレイング","ポポロクロイス~はじまりの冒険~","ポポロクロイスハジマリモノボウケン","","","","","2002-06-20"
1763,"テレビアニメーション","","ポポロクロイス物語","ポポロクロイスモノガタリ","","","25","","1998-10-04"
3810,"ゲーム","ロールプレイング","ポポロクロイス物語","ポポロクロイスモノガタリ(ゲーム1)","","","","","1996-07-12"
3812,"ゲーム","ロールプレイング","ポポロクロイス物語 II","ポポロクロイスモノガタリ(ゲーム2)","","","","","2000-01-27"
10395,"ゲーム","アクション","ホムンクルスは俺の嫁","ホムンクルスハオレノヨメ","","","","","2008-08-01"
9517,"Webラジオ","","ほめられてのびるらじおPP","ホメラレテノビルラジオピーピー","","","","","2007-03-08"
13026,"ゲーム","アドベンチャー","ポヨポヨおっぱいさま~","ポヨポヨオッパイサマ","","","","18才以上","2010-08-27"
14305,"テレビアニメーション","","ポヨポヨ観察日記","ポヨポヨカンサツニッキ","","","52","","2012-01-08"
6074,"ラジオ","","堀江由衣の天使のたまご","ホリエユイノテンシノタマゴ","","","","","2002-10-07"
4315,"ゲーム","ロールプレイング","ポリクローム","ポリクローム","","","","",\N
5448,"オリジナルビデオアニメーション","","ポリゴン伯爵","ポリゴンハクシャク","","","","",\N
11440,"ゲーム","アドベンチャー","ホリゾーンの上","ホリゾーンノウエ","","","","18才以上","2009-05-01"
8136,"ゲーム","アドベンチャー","HORIZONT","ホリゾント","","","","","2006-01-27"
8072,"テレビアニメーション","","xxxHOLiC","ホリック","","","24","","2006-04-07"
7575,"劇場用アニメーション","","劇場版 xxxHOLiC 真夏ノ夜ノ夢","ホリック(エイガ)マナツノヨノユメ","","","1","","2005-08-20"
9953,"テレビアニメーション","","xxxHOLiC◆継","ホリックケイ","","","13","","2008-04-04"
10997,"オリジナルビデオアニメーション","","xxxHOLiC 春夢記","ホリックシュンムキ","","","2","","2009-02-17"
12546,"オリジナルビデオアニメーション","","xxxHOLiC◆籠","ホリックロウ","","","1","","2010-04-23"
13178,"オリジナルビデオアニメーション","","xxxHOLiC・籠 あだゆめ","ホリックロウアダユメ","","","","","2011-03-09"
10227,"ゲーム","アドベンチャー","Volume7","ボリュームセブン","","","","18才以上","2008-10-24"
1973,"オリジナルビデオアニメーション","","ポリリン劇場 MAZE★爆熱時空","ポリリンゲキジョウメイズバクネツジクウ","","","2","","1996-07-24"
11929,"劇場用アニメーション","","ボルト","ボルト","","","1","","2009-08-01"
18377,"劇場用アニメーション","","BORUTO-ボルト-","ボルト","NARUTO THE MOVIE","ナルトザムービー","1","","2015-08-07"
9689,"テレビアニメーション","","ポルフィの長い旅","ポルフィノナガイタビ","","","52","","2008-01-06"
6028,"ラジオ","","ホレぼれ。","ホレボレ","","","51","","2002-10-12"
5314,"ゲーム","","ほろほろ","ホロホロ","","","","",\N
10718,"テレビアニメーション","","WHITE ALBUM","ホワイトアルバム","","","26","","2009-01-04"
1814,"ゲーム","アドベンチャー","WHITE ALBUM","ホワイトアルバム","","","","18才以上","1998-05-01"
16501,"テレビアニメーション","","WHITE ALBUM2","ホワイトアルバムツー","","","13","","2013-10-06"
12555,"ゲーム","アドベンチャー","WHITE ALBUM2~introductory chapter~","ホワイトアルバムツーイントロダクトリーチャプター","","","","18才以上","2010-03-26"
13907,"ゲーム","アドベンチャー","WHITE ALBUM2 -closing chapter-","ホワイトアルバムツークロージングチャプター","","","","18才以上","2011-12-22"
16109,"ゲーム","アドベンチャー","WHITE ALBUM2 幸せの向こう側","ホワイトアルバムツーシアワセノムコウガワ","","","","17才以上","2012-12-20"
12724,"ゲーム","アドベンチャー","WHITE ALBUM-綴られる冬の想い出-","ホワイトアルバムツヅラレルフユノオモイデ","","","","17才以上","2010-06-24"
3738,"ゲーム","アドベンチャー","White Angel","ホワイトエンジェル","","","","18才以上","2000-01-28"
10691,"ゲーム","アドベンチャー","WHITE CLARITY","ホワイトクラリティー","","","","18才以上","2005-07-22"
4911,"ゲーム","アドベンチャー","White Christmas~雪降る夜の恋人達~","ホワイトクリスマスユキフルヨルノコイビトタチ","","","","","2000-12-08"
4585,"ゲーム","アドベンチャー","White~セツナサのカケラ~","ホワイトセツナサノカケラ","","","","18才以上","2000-01-28"
13488,"ゲーム","アドベンチャー","White~blanche comme la lune~","ホワイトブランシュコムラリュヌ","","","","18才以上","2011-04-08"
6418,"ゲーム","アドベンチャー","White Princess","ホワイトプリンセス1","","","","","2003-10-24"
7558,"ゲーム","アドベンチャー","White Princess the second","ホワイトプリンセス2","~やっぱり一途にいってもそうじゃなくてもOKなご都合主義学園恋愛アドベンチャー!!~","ヤッパリイチズニイッテモソウジャナクテモオッケーナゴツゴウシュギガクエインレンアイアドベンチャー","","","2005-08-25"
7104,"ゲーム","アドベンチャー","White Love","ホワイトラブ","","","","",\N
8485,"ゲーム","","W/B","ホワイトローズブラックリリー","","","","18才以上","2001-08-03"
1220,"テレビアニメーション","","ホワッツマイケル","ホワッツマイケル","","","45","","1988-04-15"
4591,"オリジナルビデオアニメーション","","What's Michael?","ホワッツマイケル1","","","1","","1985-11-25"
2462,"オリジナルビデオアニメーション","","What's Michael? [2]","ホワッツマイケル2","","","1","","1988-07-25"
11896,"子供向け情報/バラエティ","","ポンキッキーズ21","ポンキッキーズニジュウイチ","","","","","2001-04-07"
2277,"テレビアニメーション","","ポンキッキ むかしばなし","ポンキッキムカシバナシ","","","4","","1989-10-02"
1168,"テレビアニメーション","","ポンキッキ めいさくわーるど(第1期)","ポンキッキメイサクワールド1","","","31","","1988-04-04"
8630,"ゲーム","","ポンコツ浪漫大活劇バンピートロット","ポンコツロマンダイカツゲキバンピートロット","","","","","2005-06-30"
10168,"一般映画","","本日の猫事情","ホンジツノネコジジョウ","","","1","","2007-12-01"
11297,"ドラマ","","本日も晴れ。異状なし~南の島 駐在所物語~","ホンジツモハレイジョウナシミナミノシマチュウザイモノガタリ","","","","","2009-01-18"
17574,"Webアニメーション","","Bonjour♪恋味パティスリー","ボンジュールコイアジパティスリー","","","24","","2014-10-11"
17199,"オリジナルビデオアニメーション","","本当にあった 女子○生 いけない秘密のアルバイト 明日香","ホントウニアッタジョシセイイケナイヒミツノアルバイトアスカ","","","","18才以上","2014-05-02"
16548,"オリジナルビデオアニメーション","","本当にあった人妻不倫告白","ホントウニアッタヒトヅマフリンコクハク","","","","18才以上","2013-08-02"
11109,"オリジナルビデオアニメーション","","ほんとにあった学校怪談","ホントニアッタガッコウカイダン","","","2","","1996-08-21"
13647,"テレビアニメーション","","ほんとにあった!霊媒先生","ホントニアッタレイバイセンセイ","","","22","","2011-04-13"
3386,"オリジナルビデオアニメーション","","ぽん・ぱ","ポンパ","","","34","","1994-11-30"
12623,"ゲーム","アクション","ボンバーキング","ボンバーキング","","","","","1987-08-07"
5654,"ゲーム","アクション","ボンバーマン","ボンバーマン","","","","","1985-12-19"
5603,"テレビアニメーション","","ボンバーマンジェッターズ","ボンバーマンジェッターズ","","","52","","2002-10-02"
1614,"テレビアニメーション","","Bビーダマン爆外伝","ボンバーマンビーダマンバクガイデン1","","","48","","1998-02-06"
1934,"テレビアニメーション","","Bビーダマン爆外伝V","ボンバーマンビーダマンバクガイデン2ビクトリー","","","50","","1999-02-07"
7367,"劇場用アニメーション","","ボンバーマン 勇気をありがとう 私が耳になる","ボンバーマンユウキヲアリガトウワタシガミミニナル","","","1","","1996-00-00"
4024,"ドラマ","","ポンポン大将","ボンボンタイショウ","","","","","1960-09-00"
11623,"テレビスペシャル","","ポンユタウン","ポンユタウン","","","1","","2002-10-07"
3029,"オリジナルビデオアニメーション","","紅狼","ホンラン","","","1","","1993-07-07"
4164,"ゲーム","アドベンチャー","MAVERICK MAX","マーヴェリックマックス","","","","18才以上","2000-07-14"
13299,"ゲーム","アドベンチャー","Marguerite Sphere-マーガレット スフィア-","マーガレットスフィア","","","","18才以上","2011-04-22"
17263,"ゲーム","アドベンチャー","MARGINAL#4 IDOL OF SUPERNOVA","マージナルナンバーフォーアイドルオフスーパーノヴァ","","","","","2014-11-13"
8468,"テレビアニメーション","","マージナルプリンス~月桂樹の王子達~","マージナルプリンス","","","13","","2006-10-02"
7672,"ゲーム","育成・恋愛シミュレーション","マージナルプリンス~月桂樹の王子達~","マージナルプリンス","","","","","2005-08-15"
6018,"ゲーム","アドベンチャー","マージ~MARGINAL~","マージマージナル","","","","18才以上","2003-01-24"
7390,"ゲーム","テーブルゲーム","麻雀","マージャン","","","","18才以上","2004-12-10"
11651,"ゲーム","テーブルゲーム","麻雀 英雄×魔王","マージャンエイユウマオウ","","","","18才以上","2006-01-27"
14509,"ゲーム","テーブルゲーム","マージャン★ドリームクラブ","マージャンドリームクラブ","","","","17才以上","2012-03-29"
2624,"オリジナルビデオアニメーション","","麻雀バトルスクランブル","マージャンバトルスクランブル","","","1","","1990-12-21"
2463,"オリジナルビデオアニメーション","","麻雀飛翔伝 哭きの竜","マージャンヒショウデンナキノリュウ1","","","1","","1988-05-25"
2376,"オリジナルビデオアニメーション","","麻雀飛翔伝 哭きの竜 翔竜編","マージャンヒショウデンナキノリュウ2ショウリュウヘン","","","1","","1989-04-25"
2625,"オリジナルビデオアニメーション","","麻雀飛翔伝 哭きの竜 竜狼編","マージャンヒショウデンナキノリュウ3リュウロウヘン","","","1","","1990-07-27"
2768,"オリジナルビデオアニメーション","","哭きの竜 飛竜之章","マージャンヒショウデンナキノリュウ4ヒリュウノショウ","","","1","","1991-08-23"
17379,"ゲーム","スロット","麻雀物語","マージャンモノガタリ","","","","18才以上","2005-08-00"
3387,"オリジナルビデオアニメーション","","マーズ","マーズ","","","2","","1994-06-10"
9093,"オリジナルビデオアニメーション","","MURDER PRINCESS","マーダープリンセス","","","","","2007-03-28"
6865,"ゲーム","対戦格闘アクション","MARVEL VS. CAPCOM CLASH OF THE SUPER HEROES","マーブルバーサスカプコンクラッシュオブザスーパーヒーローズ","","","","",\N
6880,"ゲーム","対戦格闘アクション","MARVEL VS. CAPCOM 2: NEW AGE OF HEROES","マーブルバーサスカプコンツーニューエイジオブヒーローズ","","","","",\N
17598,"ゲーム","アドベンチャー","マーメイド・ゴシック","マーメイドゴシック","","","","17才以上","2014-11-20"
4696,"ゲーム","アドベンチャー","マーメイドの季節","マーメイドノキセツ","","","","","2001-03-16"
5967,"テレビアニメーション","","マーメイドメロディーぴちぴちピッチ","マーメイドメロディーピチピチピッチ","","","52","","2003-04-05"
6570,"ゲーム","","マーメイドメロディーぴちぴちピッチ","マーメイドメロディーピチピチピッチ","","","","","2003-00-00"
6696,"テレビアニメーション","","マーメイドメロディーぴちぴちピッチピュア","マーメイドメロディーピチピチピッチ2ピュア","","","39","","2004-04-03"
4134,"ゲーム","ロールプレイング","マール王国の人形姫","マールオウコクノニンギョウヒメ1","","","","","1998-12-17"
11248,"ゲーム","ロールプレイング","マール王国の人形姫 天使が奏でる愛のうた","マールオウコクノニンギョウヒメテンシガカナデルアイノウタ","","","","","2008-08-07"
6083,"ゲーム","テーブルゲーム","マールじゃん!!","マールジャン","","","","","2003-04-24"
9547,"ゲーム","パズル","マールDEジグソー","マールデジグゾー","","","","","2001-11-15"
5696,"ゲーム","","まあじゃん黙視録","マアジャンモクシロク","","","","",\N
3561,"テレビアニメーション","","マイアミ★ガンズ","マイアミガンズ","","","13","","2000-02-06"
8695,"Webラジオ","","麻衣&愛の電撃G'sラジオ ストロベリー・パニック!~お姉様といちご♥そうどう~","マイアンドアイノデンゲキジーズラジオストロベリーパニック","","","61","","2005-10-04"
7714,"テレビアニメーション","","舞-乙HiME","マイオトメ1","","","26","","2005-10-07"
7703,"Webラジオ","","舞-乙HiME アリカ＆二ナの乙女ちっくレディオ","マイオトメアリカアンドニナノオトメチックレディオ","","","27","","2005-09-30"
8557,"ゲーム","アクション","舞-乙HiME 乙女舞闘史!!","マイオトメオトメブトウシ","","","","","2006-11-09"
9559,"オリジナルビデオアニメーション","","舞-乙HiME 0~S.ifr~","マイオトメシフル","","","3","","2008-02-22"
11526,"オリジナルビデオアニメーション","","舞-乙HiME 総集編~夢のアリカ~","マイオトメソウシュウヘンユメノアリカ","","","1","","2008-01-25"
8753,"オリジナルビデオアニメーション","","舞-乙HiME Zwei","マイオトメツヴァイ","","","4","","2006-11-24"
11527,"オリジナルビデオアニメーション","","舞-乙HiME Zwei 総集編~夢のツヅキ~","マイオトメツバイソウシュウヘンユメノツヅキ","","","1","","2008-01-25"
15399,"ドラマ","","マイガール","マイガール","","","10","","2009-10-09"
13509,"ゲーム","アドベンチャー","舞風のメルト -Where leads to feeling destination–","マイカゼノメルトウェアーリーズトゥフィーリングデスティネイション","","","","18才以上","2011-06-24"
12112,"ゲーム","アドベンチャー","マイくろ MIND×CROSS","マイクロマインドクロス","オレガワタシデボクガアタシデ","オレガワタシデボクガアタシデ","","18才以上","2009-10-30"
16666,"ドラマ","","舞妓さんは名探偵!","マイコサンハメイタンテイ","","","9","","1999-04-15"
6514,"ゲーム","アドベンチャー","妹☆妹~SweetGemini~","マイシスター","","","","","2003-04-18"
14745,"ゲーム","シミュレーション","My Sweet ウマドンナ","マイスイートウマドンナ","~僕は君のウマ~","ボクハキミノウマ","","","2011-12-11"
15640,"ゲーム","シミュレーション","My Sweet ウマドンナ2","マイスイートウマドンナツー","~ウマすぐ Kiss Me~","ウマスグキスミー","","","2012-12-09"
9374,"テレビアニメーション","","Myself; Yourself","マイセルフユアセルフ","","","13","","2007-10-03"
9397,"ゲーム","アドベンチャー","Myself; Yourself","マイセルフユアセルフ","","","","","2007-12-20"
11478,"ゲーム","アドベンチャー","Myself; Yourself それぞれのfinale","マイセルフユアセルフソレゾレノフィナーレ","","","","12才以上","2009-05-28"
1237,"テレビアニメーション","","まいっちんぐマチコ先生","マイッチングマチコセンセイ","","","95","","1981-10-14"
8406,"ゲーム","アドベンチャー","Myつま","マイツマ","","","","18才以上","2006-08-04"
3930,"ゲーム","アドベンチャー","My dear アレながおじさん","マイディアアレナガオジサン","","","","18才以上","1998-06-26"
1238,"テレビ特撮","","マイティジャック","マイティジャック","","","13","","1968-04-06"
5893,"テレビアニメーション","","マイティハーキュリー The Mighty Hercules","マイティハーキュリー","","","","","1963-11-04"
16877,"テレビアニメーション","","マイティ・マウス Mighty Mouse Playhouse","マイティマウス","","","","","1957-07-21"
18696,"ゲーム","アドベンチャー","まいてつ","マイテツ","","","","18才以上","2016-03-25"
17401,"テレビアニメーション","","毎度!浦安鉄筋家族","マイドウラヤステッキンカゾク","","","25","","2014-07-06"
12412,"Webラジオ","","麻衣と茉莉也のらじ×ばと!","マイトマリヤノラジバト","","","","","2009-09-28"
17997,"ゲーム","アドベンチャー","妹どり~む!~ウチの妹は××になりたいらしい~","マイドリームウチノイモウトハニナリタイラシイ","","","","18才以上","2015-03-27"
4473,"ゲーム","育成・恋愛シミュレーション","My Dream~On Airが待てなくて~","マイドリームオンエアーガマテナクテ","","","","","1997-09-18"
16404,"ゲーム","アドベンチャー","-8","マイナスエイト","","","","12才以上","2014-01-23"
11030,"テレビアニメーション","","毎日かあさん","マイニチカアサン","","","426","","2009-04-01"
2119,"オリジナルビデオアニメーション","","毎日が日曜日","マイニチガニチヨウビ","","","6","","1990-09-10"
17689,"ゲーム","アドベンチャー","毎日がハーレムすぎて王子は姫を決められないっ!","マイニチガハーレムスギテオウジハヒメヲキメラレナイッ","","","","18才以上","2015-01-30"
10397,"ゲーム","アドベンチャー","毎日けだものっ!!","マイニチケダモノッ","らぶえろ☆ももいろ☆すくーるらいふ♪","ラブエロモモイロスクールライフ","","18才以上","2008-07-25"
6485,"ゲーム","アドベンチャー","まいにち好きして","マイニチスキシテ","","","","","2003-10-31"
17347,"ゲーム","アドベンチャー","妹乳すきゃんだる~愛でてよ、お兄ちゃん~","マイニュウスキャンダルメデテヨオニイチャン","","","","18才以上","2014-06-27"
13381,"テレビスペシャル","","マイの魔法と家庭の日","マイノマホウトカテイノヒ","","","1","","2011-02-20"
6958,"テレビアニメーション","","舞-HiME","マイヒメ","","","26","","2004-10-01"
7334,"ゲーム","アドベンチャー","舞-HiME 運命の系統樹","マイヒメウンメイノケイトウジュ","","","","","2005-06-30"
9223,"ゲーム","対戦格闘アクション","舞-HiME 鮮烈! 真 風華学園激闘史!!","マイヒメセンレツシンフウガガクエンゲキトウシ","","","","","2006-04-27"
6926,"ラジオ","","舞-HiMEラジオ風華学園放送部","マイヒメラジオフウカガクエンホウソウブ","","","51","","2004-04-05"
4647,"ゲーム","育成・恋愛シミュレーション","マイ・フェア・エンジェル","マイフェアエンジェル","","","","18才以上","2001-07-27"
3175,"ゲーム","アドベンチャー","マイフレンズ My Friends","マイフレンズ","","","","18才以上","1999-04-28"
15091,"ゲーム","アドベンチャー","マイペット凛","マイペットリン","","","","18才以上","2009-04-17"
15274,"オリジナルビデオアニメーション","","My妹~小悪魔なAカップ","マイマイコアクマナエーカップ","","","2","18才以上","2012-07-06"
17591,"ゲーム","アドベンチャー","妹々こみにゅけ~しょん ~おにいちゃん、大人の遊びシよ?~","マイマイコミニュケーションオニイチャンオトナノアソビシヨ","","","","18才以上","2014-09-19"
11857,"劇場用アニメーション","","マイマイ新子と千年の魔法","マイマイシンコトセンネンノマホウ","","","1","","2009-11-21"
9790,"ゲーム","アドベンチャー","妹巫女・萌","マイミコモエ","","","","18才以上","2006-10-27"
3347,"ゲーム","アドベンチャー","My Merry May","マイメリーメイ","","","","","2002-04-25"
6088,"ゲーム","アドベンチャー","My Merry Maybe","マイメリーメイビー","","","","","2003-04-24"
15806,"ドラマ","","マイリトルシェフ","マイリトルシェフ","","","10","","2002-07-10"
15959,"テレビアニメーション","","my LiTTLE PONY トモダチは魔法","マイリトルポニートモダチハモホウ","","","52","","2013-04-02"
11657,"ゲーム","その他","MinDeaD BlooD","マインデッドブラッド","~麻由と麻奈の輸血箱~","マユトマナノユケツバコ","","18才以上","2004-10-08"
13054,"ゲーム","アドベンチャー","MinDeaD BlooD Complete Edition","マインデッドブラッドコンプリートエディション","","","","18才以上","2010-09-24"
6887,"劇場用アニメーション","","マインド・ゲーム","マインドゲーム","","","","","2004-08-07"
5993,"ゲーム","アドベンチャー","MIND REAPER","マインドリーパー","","","","18才以上","2003-05-16"
5854,"テレビアニメーション","","MOUSE","マウス","","","12","","2003-01-06"
2478,"テレビスペシャル","","まえがみ太郎","マエガミタロウ","","","1","","1979-04-29"
5171,"ゲーム","アドベンチャー","まお~っ娘クライシス","マオーッツコクライシス","","","","","2002-03-15"
10444,"ドラマ","","魔王","マオウ","","","11","","2008-07-04"
15416,"ゲーム","アドベンチャー","魔王様の孕ませ道中記","マオウサマノハラマセドウチュウキ","","","","18才以上","2012-09-07"
5579,"テレビアニメーション","","魔王ダンテ","マオウダンテ","","","13","","2002-08-31"
7373,"ゲーム","ロールプレイング","魔王と踊れ!-Legend of the Lord of Lords-","マオウトオドレ","","","","","2005-03-25"
15346,"ゲーム","ロールプレイング","魔王と踊れ! CODE:ARCANA","マオウトオドレコードアルカナ","","","","18才以上","2012-11-22"
10237,"ゲーム","ロールプレイング","魔王と踊れ!2-change of the world-","マオウトオドレツーチェンジオブザワールド","","","","","2009-01-30"
14765,"ゲーム","アドベンチャー","魔王のくせに生イキだっ!","マオウノクセニナマイキダッ","","","","18才以上","2012-06-29"
16572,"ゲーム","アドベンチャー","魔王のくせに生イキだっ!2 ~今度は性戦だ!~","マオウノクセニナマイキダッツーコンドハセイセンダ","","","","18才以上","2013-10-25"
6682,"ゲーム","アドベンチャー","魔王の娘たち","マオウノムスメタチ","","","","18才以上","2004-04-23"
12908,"ゲーム","アドベンチャー","魔王を征服するための、666の方法","マオウヲセイフクスルタメノロクロクロクノホウホウ","","","","18才以上","2010-10-01"
15671,"テレビアニメーション","","まおゆう魔王勇者","マオユウマオウユウシャ","","","12","","2013-01-05"
16166,"テレビアニメーション","","魔界王子","マカイオウジ","devils and realist","デビルズアンドリアリスト","12","","2013-07-08"
12057,"オリジナルビデオアニメーション","","魔界騎士イングリッド","マカイキシイングリッド","","","4","18才以上","2009-06-26"
18002,"ゲーム","ロールプレイング","魔壊神トリリオン","マカイジントリリオン","","","","15才以上","2015-05-21"
8080,"テレビアニメーション","","魔界戦記ディスガイア","マカイセンキディスガイア","","","12","","2006-04-05"
6017,"ゲーム","ロールプレイング","魔界戦記ディスガイア","マカイセンキディスガイア(ゲーム1)","","","","","2003-01-30"
16966,"ゲーム","ロールプレイング","魔界戦記ディスガイア3","マカイセンキディスガイアスリー","","","","","2008-01-31"
8334,"ゲーム","","魔界戦記ディスガイア2","マカイセンキディスガイアツー","","","","","2006-02-23"
11250,"ゲーム","ロールプレイング","魔界戦記ディスガイア2 PORTABLE","マカイセンキディスガイアツーポータブル","","","","","2009-03-26"
18005,"ゲーム","シミュレーションRPG","魔界戦記ディスガイア5","マカイセンキディスガイアファイブ","","","","12才以上","2015-03-26"
7123,"オリジナルビデオアニメーション","","魔界天使 ジブリール","マカイテンシジブリール","","","","","2004-11-26"
13137,"オリジナルビデオアニメーション","","魔界天使ジブリール episode3","マカイテンシジブリールエピソードスリー","","","","18才以上","2009-09-25"
10139,"ゲーム","アドベンチャー","魔界天使ジブリール-episode3-","マカイテンシジブリールエピソードスリー","","","","18才以上","2008-06-27"
13136,"オリジナルビデオアニメーション","","魔界天使ジブリール episode2","マカイテンシジブリールエピソードツー","","","1","18才以上","2009-01-25"
7914,"ゲーム","アドベンチャー","魔界天使ジブリール-episode2-","マカイテンシジブリールエピソードツー","","","","18才以上","2005-04-22"
12081,"オリジナルビデオアニメーション","","魔界天使ジブリール3","マカイテンシジブリールスリー","","","","18才以上","2009-09-25"
9071,"オリジナルビデオアニメーション","","魔界天使ジブリール2","マカイテンシジブリールツー","","","3","18才以上","2007-05-25"
12514,"ゲーム","アドベンチャー","魔界天使ジブリール4","マカイテンシジブリールフォー","","","","18才以上","2010-04-23"
5875,"オリジナルビデオアニメーション","","魔界轉生","マカイテンセイ","","","4","","1998-02-27"
7032,"ゲーム","","魔界転生","マカイテンセイ","","","","","2003-07-31"
1696,"オリジナルビデオアニメーション","","魔界都市＜新宿＞","マカイトシシンジュク","","","1","","1988-10-25"
6904,"オリジナルビデオアニメーション","","まかせてイルか!","マカセテイルカ","","","","","2004-06-10"
10412,"テレビアニメーション","","まかでみWAっしょい!","マカデミワッショイ","","","12","","2008-10-06"
13345,"ゲーム","アドベンチャー","まかぱらっ! ~あの世でめちゃモテ~","マカパラッアノヨデメチャモテ","","","","18才以上","2011-02-25"
2377,"オリジナルビデオアニメーション","","魔狩人","マカリウド","","","1","","1989-11-08"
15317,"テレビアニメーション","","マギ","マギ","","","50","","2012-10-07"
10083,"ゲーム","アドベンチャー","MagusTale Infinity","マギウステールインフィニティ","","","","18才以上","2008-06-13"
9503,"ゲーム","アドベンチャー","MagusTale","マギウステイル","~世界樹と恋する魔法使い~","セカイジュトコイスルマホウツカイ","","18才以上","2007-11-30"
12633,"ゲーム","アドベンチャー","Maximum Magic","マキシマムマジック","","","","18才以上","2010-03-26"
19048,"テレビアニメーション","","マギ シンドバッドの冒険","マギシンドバッドノボウケン","","","","","2016-04-17"
17253,"オリジナルビデオアニメーション","","マギ シンドバッドの冒険","マギシンドバッドノボウケン","","","5","","2014-05-16"
9558,"ドラマ","","MAGISTER NEGI MAGI 魔法先生ネギま!","マギスターネギマギマホウセンセイネギマ","","","25","","2007-10-04"
13273,"ゲーム","ロールプレイング","魔界戦記ディスガイア4","マキセンキディスガイアフォー","","","","全年齢","2011-02-24"
14403,"オリジナルビデオアニメーション","","真希ちゃんとなう。","マキチャントナウ","","","","18才以上","2012-02-24"
1239,"テレビアニメーション","","牧場の少女カトリ","マキバノショウジョカトリ","","","49","","1984-01-08"
2784,"オリジナルビデオアニメーション","","魔宮戦場 Vol.1 ゴッド・ブラッド","マキュウセンジョウ1ゴッドブラッド","","","1","","1991-03-22"
2785,"オリジナルビデオアニメーション","","魔宮戦場 2","マキュウセンジョウ2","","","1","","1991-05-24"
1723,"オリジナルビデオアニメーション","","魔境外伝レ・ディウス","マキョウガイデンレディウス","","","1","","1987-12-01"
1240,"テレビアニメーション","","魔境伝説アクロバンチ","マキョウデンセツアクロバンチ","","","24","","1982-05-05"
17911,"一般映画","","幕が上がる","マクガアガル","","","1","","2015-02-28"
7107,"ゲーム","ロールプレイング","マグナカルタ","マグナカルタ","","","","","2004-11-11"
11867,"ゲーム","ロールプレイング","マグナカルタ2","マグナカルタツー","","","","12才以上","2009-08-06"
9656,"ゲーム","ロールプレイング","マグナカルタ ポータブル","マグナカルタポータブル","","","","","2006-05-25"
12793,"バラエティ","","MAG・ネット~マンガ・アニメ・ゲームのゲンバ~","マグネットマンガアニメゲームノゲンバ","","","","","2010-03-08"
1243,"テレビアニメーション","","マグネロボ ガ・キーン","マグネロボガキーン","","","39","","1976-09-05"
3035,"オリジナルビデオアニメーション","","マグマ大使","マグマタイシ","","","6","","1993-02-21"
1244,"テレビ特撮","","マグマ大使","マグマタイシ","","","52","","1966-07-04"
18340,"テレビアニメーション","","枕男子","マクラダンシ","","","12","","2015-07-14"
12029,"ゲーム","","マクロスアルティメットフロンティア","マクロスアルティメットフロンティア","","","","","2009-10-01"
10454,"ゲーム","ガンシューティング","マクロス エース フロンティア","マクロスエースフロンティア","","","","","2008-10-09"
15498,"劇場用アニメーション","","マクロスFB7 銀河流魂 オレノウタヲキケ!","マクロスエフビーセブンオレノウタヲキケ","","","1","","2012-10-20"
4407,"ゲーム","シューティング","マクロスM3","マクロスエムスリー","","","","","2001-02-22"
15698,"ゲーム","アクションロールプレイング","マクロス30 銀河を繋ぐ歌声","マクロスサーティギンガヲツナグウタゴエ","","","","","2013-02-28"
3342,"ラジオ","","マクロス・ジェネレーション","マクロスジェネレーション","","","10","","1997-02-00"
1242,"テレビアニメーション","","マクロス7","マクロスセブン","","","49","","1994-10-16"
1241,"劇場用アニメーション","","マクロス7 銀河がオレを呼んでいる!","マクロスセブンギンガガオレヲヨンデイル","","","1","","1995-10-07"
3644,"オリジナルビデオアニメーション","","マクロス7 ぷらす","マクロスセブンプラス","","","11","","1995-01-21"
